"indexHour","moistureVWC","temperatureC"
1,0.225448863636364,6.97159090909091
2,0.225448863636364,6.97159090909091
3,0.225448863636364,6.97159090909091
4,0.225448863636364,6.97159090909091
5,0.225448863636364,6.97159090909091
6,0.225448863636364,6.97159090909091
7,0.225448863636364,6.97159090909091
8,0.225448863636364,6.97159090909091
9,0.225448863636364,6.97159090909091
10,0.225448863636364,6.97159090909091
11,0.225448863636364,6.97159090909091
12,0.225448863636364,6.97159090909091
13,0.225448863636364,6.97159090909091
14,0.225448863636364,6.97159090909091
15,0.225448863636364,6.97159090909091
16,0.225448863636364,6.97159090909091
17,0.225448863636364,6.97159090909091
18,0.225448863636364,6.97159090909091
19,0.225448863636364,6.97159090909091
20,0.225448863636364,6.97159090909091
21,0.225448863636364,6.97159090909091
22,0.225448863636364,6.97159090909091
23,0.225448863636364,6.97159090909091
24,0.225448863636364,6.97159090909091
25,0.220776041666667,7.26458333333333
26,0.220776041666667,7.26458333333333
27,0.220776041666667,7.26458333333333
28,0.220776041666667,7.26458333333333
29,0.220776041666667,7.26458333333333
30,0.220776041666667,7.26458333333333
31,0.220776041666667,7.26458333333333
32,0.220776041666667,7.26458333333333
33,0.220776041666667,7.26458333333333
34,0.220776041666667,7.26458333333333
35,0.220776041666667,7.26458333333333
36,0.220776041666667,7.26458333333333
37,0.220776041666667,7.26458333333333
38,0.220776041666667,7.26458333333333
39,0.220776041666667,7.26458333333333
40,0.220776041666667,7.26458333333333
41,0.220776041666667,7.26458333333333
42,0.220776041666667,7.26458333333333
43,0.220776041666667,7.26458333333333
44,0.220776041666667,7.26458333333333
45,0.220776041666667,7.26458333333333
46,0.220776041666667,7.26458333333333
47,0.220776041666667,7.26458333333333
48,0.220776041666667,7.26458333333333
49,0.218125,8.90416666666667
50,0.218125,8.90416666666667
51,0.218125,8.90416666666667
52,0.218125,8.90416666666667
53,0.218125,8.90416666666667
54,0.218125,8.90416666666667
55,0.218125,8.90416666666667
56,0.218125,8.90416666666667
57,0.218125,8.90416666666667
58,0.218125,8.90416666666667
59,0.218125,8.90416666666667
60,0.218125,8.90416666666667
61,0.218125,8.90416666666667
62,0.218125,8.90416666666667
63,0.218125,8.90416666666667
64,0.218125,8.90416666666667
65,0.218125,8.90416666666667
66,0.218125,8.90416666666667
67,0.218125,8.90416666666667
68,0.218125,8.90416666666667
69,0.218125,8.90416666666667
70,0.218125,8.90416666666667
71,0.218125,8.90416666666667
72,0.218125,8.90416666666667
73,0.216385416666667,10.5572916666667
74,0.216385416666667,10.5572916666667
75,0.216385416666667,10.5572916666667
76,0.216385416666667,10.5572916666667
77,0.216385416666667,10.5572916666667
78,0.216385416666667,10.5572916666667
79,0.216385416666667,10.5572916666667
80,0.216385416666667,10.5572916666667
81,0.216385416666667,10.5572916666667
82,0.216385416666667,10.5572916666667
83,0.216385416666667,10.5572916666667
84,0.216385416666667,10.5572916666667
85,0.216385416666667,10.5572916666667
86,0.216385416666667,10.5572916666667
87,0.216385416666667,10.5572916666667
88,0.216385416666667,10.5572916666667
89,0.216385416666667,10.5572916666667
90,0.216385416666667,10.5572916666667
91,0.216385416666667,10.5572916666667
92,0.216385416666667,10.5572916666667
93,0.216385416666667,10.5572916666667
94,0.216385416666667,10.5572916666667
95,0.216385416666667,10.5572916666667
96,0.216385416666667,10.5572916666667
97,0.214708333333333,11.2770833333333
98,0.214708333333333,11.2770833333333
99,0.214708333333333,11.2770833333333
100,0.214708333333333,11.2770833333333
101,0.214708333333333,11.2770833333333
102,0.214708333333333,11.2770833333333
103,0.214708333333333,11.2770833333333
104,0.214708333333333,11.2770833333333
105,0.214708333333333,11.2770833333333
106,0.214708333333333,11.2770833333333
107,0.214708333333333,11.2770833333333
108,0.214708333333333,11.2770833333333
109,0.214708333333333,11.2770833333333
110,0.214708333333333,11.2770833333333
111,0.214708333333333,11.2770833333333
112,0.214708333333333,11.2770833333333
113,0.214708333333333,11.2770833333333
114,0.214708333333333,11.2770833333333
115,0.214708333333333,11.2770833333333
116,0.214708333333333,11.2770833333333
117,0.214708333333333,11.2770833333333
118,0.214708333333333,11.2770833333333
119,0.214708333333333,11.2770833333333
120,0.214708333333333,11.2770833333333
121,0.213510416666667,12.1541666666667
122,0.213510416666667,12.1541666666667
123,0.213510416666667,12.1541666666667
124,0.213510416666667,12.1541666666667
125,0.213510416666667,12.1541666666667
126,0.213510416666667,12.1541666666667
127,0.213510416666667,12.1541666666667
128,0.213510416666667,12.1541666666667
129,0.213510416666667,12.1541666666667
130,0.213510416666667,12.1541666666667
131,0.213510416666667,12.1541666666667
132,0.213510416666667,12.1541666666667
133,0.213510416666667,12.1541666666667
134,0.213510416666667,12.1541666666667
135,0.213510416666667,12.1541666666667
136,0.213510416666667,12.1541666666667
137,0.213510416666667,12.1541666666667
138,0.213510416666667,12.1541666666667
139,0.213510416666667,12.1541666666667
140,0.213510416666667,12.1541666666667
141,0.213510416666667,12.1541666666667
142,0.213510416666667,12.1541666666667
143,0.213510416666667,12.1541666666667
144,0.213510416666667,12.1541666666667
145,0.2106875,11.446875
146,0.2106875,11.446875
147,0.2106875,11.446875
148,0.2106875,11.446875
149,0.2106875,11.446875
150,0.2106875,11.446875
151,0.2106875,11.446875
152,0.2106875,11.446875
153,0.2106875,11.446875
154,0.2106875,11.446875
155,0.2106875,11.446875
156,0.2106875,11.446875
157,0.2106875,11.446875
158,0.2106875,11.446875
159,0.2106875,11.446875
160,0.2106875,11.446875
161,0.2106875,11.446875
162,0.2106875,11.446875
163,0.2106875,11.446875
164,0.2106875,11.446875
165,0.2106875,11.446875
166,0.2106875,11.446875
167,0.2106875,11.446875
168,0.2106875,11.446875
169,0.208322916666667,10.4666666666667
170,0.208322916666667,10.4666666666667
171,0.208322916666667,10.4666666666667
172,0.208322916666667,10.4666666666667
173,0.208322916666667,10.4666666666667
174,0.208322916666667,10.4666666666667
175,0.208322916666667,10.4666666666667
176,0.208322916666667,10.4666666666667
177,0.208322916666667,10.4666666666667
178,0.208322916666667,10.4666666666667
179,0.208322916666667,10.4666666666667
180,0.208322916666667,10.4666666666667
181,0.208322916666667,10.4666666666667
182,0.208322916666667,10.4666666666667
183,0.208322916666667,10.4666666666667
184,0.208322916666667,10.4666666666667
185,0.208322916666667,10.4666666666667
186,0.208322916666667,10.4666666666667
187,0.208322916666667,10.4666666666667
188,0.208322916666667,10.4666666666667
189,0.208322916666667,10.4666666666667
190,0.208322916666667,10.4666666666667
191,0.208322916666667,10.4666666666667
192,0.208322916666667,10.4666666666667
193,0.208,10.4
194,0.208,10.4
195,0.208,10.4
196,0.208,10.4
197,0.208,10.4
198,0.208,10.4
199,0.208,10.4
200,0.208,10.4
201,0.208,10.4
202,0.208,10.4
203,0.208,10.4
204,0.208,10.4
205,0.208,10.4
206,0.208,10.4
207,0.208,10.4
208,0.208,10.4
209,0.208,10.4
210,0.208,10.4
211,0.208,10.4
212,0.208,10.4
213,0.208,10.4
214,0.208,10.4
215,0.208,10.4
216,0.208,10.4
217,0.2098125,11.0020833333333
218,0.2098125,11.0020833333333
219,0.2098125,11.0020833333333
220,0.2098125,11.0020833333333
221,0.2098125,11.0020833333333
222,0.2098125,11.0020833333333
223,0.2098125,11.0020833333333
224,0.2098125,11.0020833333333
225,0.2098125,11.0020833333333
226,0.2098125,11.0020833333333
227,0.2098125,11.0020833333333
228,0.2098125,11.0020833333333
229,0.2098125,11.0020833333333
230,0.2098125,11.0020833333333
231,0.2098125,11.0020833333333
232,0.2098125,11.0020833333333
233,0.2098125,11.0020833333333
234,0.2098125,11.0020833333333
235,0.2098125,11.0020833333333
236,0.2098125,11.0020833333333
237,0.2098125,11.0020833333333
238,0.2098125,11.0020833333333
239,0.2098125,11.0020833333333
240,0.2098125,11.0020833333333
241,0.209,10.04375
242,0.209,10.04375
243,0.209,10.04375
244,0.209,10.04375
245,0.209,10.04375
246,0.209,10.04375
247,0.209,10.04375
248,0.209,10.04375
249,0.209,10.04375
250,0.209,10.04375
251,0.209,10.04375
252,0.209,10.04375
253,0.209,10.04375
254,0.209,10.04375
255,0.209,10.04375
256,0.209,10.04375
257,0.209,10.04375
258,0.209,10.04375
259,0.209,10.04375
260,0.209,10.04375
261,0.209,10.04375
262,0.209,10.04375
263,0.209,10.04375
264,0.209,10.04375
265,0.20875,10.1864583333333
266,0.20875,10.1864583333333
267,0.20875,10.1864583333333
268,0.20875,10.1864583333333
269,0.20875,10.1864583333333
270,0.20875,10.1864583333333
271,0.20875,10.1864583333333
272,0.20875,10.1864583333333
273,0.20875,10.1864583333333
274,0.20875,10.1864583333333
275,0.20875,10.1864583333333
276,0.20875,10.1864583333333
277,0.20875,10.1864583333333
278,0.20875,10.1864583333333
279,0.20875,10.1864583333333
280,0.20875,10.1864583333333
281,0.20875,10.1864583333333
282,0.20875,10.1864583333333
283,0.20875,10.1864583333333
284,0.20875,10.1864583333333
285,0.20875,10.1864583333333
286,0.20875,10.1864583333333
287,0.20875,10.1864583333333
288,0.20875,10.1864583333333
289,0.209760416666667,9.87638888888889
290,0.209760416666667,9.87638888888889
291,0.209760416666667,9.87638888888889
292,0.209760416666667,9.87638888888889
293,0.209760416666667,9.87638888888889
294,0.209760416666667,9.87638888888889
295,0.209760416666667,9.87638888888889
296,0.209760416666667,9.87638888888889
297,0.209760416666667,9.87638888888889
298,0.209760416666667,9.87638888888889
299,0.209760416666667,9.87638888888889
300,0.209760416666667,9.87638888888889
301,0.209760416666667,9.87638888888889
302,0.209760416666667,9.87638888888889
303,0.209760416666667,9.87638888888889
304,0.209760416666667,9.87638888888889
305,0.209760416666667,9.87638888888889
306,0.209760416666667,9.87638888888889
307,0.209760416666667,9.87638888888889
308,0.209760416666667,9.87638888888889
309,0.209760416666667,9.87638888888889
310,0.209760416666667,9.87638888888889
311,0.209760416666667,9.87638888888889
312,0.209760416666667,9.87638888888889
313,0.2269375,10.0017361111111
314,0.2269375,10.0017361111111
315,0.2269375,10.0017361111111
316,0.2269375,10.0017361111111
317,0.2269375,10.0017361111111
318,0.2269375,10.0017361111111
319,0.2269375,10.0017361111111
320,0.2269375,10.0017361111111
321,0.2269375,10.0017361111111
322,0.2269375,10.0017361111111
323,0.2269375,10.0017361111111
324,0.2269375,10.0017361111111
325,0.2269375,10.0017361111111
326,0.2269375,10.0017361111111
327,0.2269375,10.0017361111111
328,0.2269375,10.0017361111111
329,0.2269375,10.0017361111111
330,0.2269375,10.0017361111111
331,0.2269375,10.0017361111111
332,0.2269375,10.0017361111111
333,0.2269375,10.0017361111111
334,0.2269375,10.0017361111111
335,0.2269375,10.0017361111111
336,0.2269375,10.0017361111111
337,0.236661858974359,10.860016025641
338,0.236661858974359,10.860016025641
339,0.236661858974359,10.860016025641
340,0.236661858974359,10.860016025641
341,0.236661858974359,10.860016025641
342,0.236661858974359,10.860016025641
343,0.236661858974359,10.860016025641
344,0.236661858974359,10.860016025641
345,0.236661858974359,10.860016025641
346,0.236661858974359,10.860016025641
347,0.236661858974359,10.860016025641
348,0.236661858974359,10.860016025641
349,0.236661858974359,10.860016025641
350,0.236661858974359,10.860016025641
351,0.236661858974359,10.860016025641
352,0.236661858974359,10.860016025641
353,0.236661858974359,10.860016025641
354,0.236661858974359,10.860016025641
355,0.236661858974359,10.860016025641
356,0.236661858974359,10.860016025641
357,0.236661858974359,10.860016025641
358,0.236661858974359,10.860016025641
359,0.236661858974359,10.860016025641
360,0.236661858974359,10.860016025641
361,0.230486263736264,11.7173076923077
362,0.230486263736264,11.7173076923077
363,0.230486263736264,11.7173076923077
364,0.230486263736264,11.7173076923077
365,0.230486263736264,11.7173076923077
366,0.230486263736264,11.7173076923077
367,0.230486263736264,11.7173076923077
368,0.230486263736264,11.7173076923077
369,0.230486263736264,11.7173076923077
370,0.230486263736264,11.7173076923077
371,0.230486263736264,11.7173076923077
372,0.230486263736264,11.7173076923077
373,0.230486263736264,11.7173076923077
374,0.230486263736264,11.7173076923077
375,0.230486263736264,11.7173076923077
376,0.230486263736264,11.7173076923077
377,0.230486263736264,11.7173076923077
378,0.230486263736264,11.7173076923077
379,0.230486263736264,11.7173076923077
380,0.230486263736264,11.7173076923077
381,0.230486263736264,11.7173076923077
382,0.230486263736264,11.7173076923077
